Timestamp,Elapsed_Sec,RSS_MB,VIRT_MB,Delta_CPU_Pct
20260709_222510,97.15,546.88,735.49,98.8
20260709_222511,98.15,548.63,735.49,100.8
20260709_222512,99.15,548.63,735.49,99.9
20260709_222513,100.15,566.53,752.88,99.9
20260709_222514,101.16,552.57,735.49,100.7
20260709_222515,102.16,553.0,735.49,99.9
20260709_222516,103.16,176.71,376.04,-875.9
20260709_222517,104.16,324.88,523.74,99.9
20260709_222518,105.16,507.04,704.06,99.9
20260709_222519,106.16,102.27,229.45,-192.8
20260709_222520,107.16,319.2,510.74,90.9
20260709_222521,108.17,488.76,681.57,100.7
20260709_222522,109.17,206.02,397.2,-167.7
20260709_222523,110.17,357.04,551.62,99.9
20260709_222524,111.17,513.21,707.38,99.9
20260709_222525,112.17,481.32,669.98,99.9
20260709_222526,113.17,173.11,382.28,-326.5
20260709_222527,114.17,305.12,502.14,72.8
20260709_222528,115.18,473.26,671.5,99.9
20260709_222529,116.18,171.8,381.32,-174.8
20260709_222530,117.18,235.34,425.87,52.9
20260709_222531,118.18,428.55,626.67,99.9
20260709_222532,119.18,548.16,742.95,100.9
20260709_222533,120.18,226.04,417.33,-207.5
20260709_222534,121.18,373.59,566.59,100.9
20260709_222535,122.19,511.84,705.98,99.9
20260709_222536,123.19,513.04,701.51,99.9
20260709_222537,124.19,513.35,701.51,99.8
20260709_222538,125.19,522.25,706.28,99.9
20260709_222539,126.19,186.19,396.36,-535.3
20260709_222540,127.19,306.11,503.48,70.9
20260709_222541,128.19,479.14,677.67,99.9
20260709_222542,129.19,197.91,410.47,-161.8
20260709_222543,130.2,248.58,439.94,44.9
20260709_222544,131.2,448.09,643.61,99.8
20260709_222545,132.2,559.06,753.14,99.9
20260709_222546,133.2,280.75,472.24,-178.8
20260709_222547,134.2,453.43,647.36,100.9
20260709_222548,135.2,483.16,672.31,99.9
20260709_222549,136.2,489.92,674.44,99.9
20260709_222550,137.21,201.86,400.04,-368.5
20260709_222551,138.21,362.53,564.46,99.9
20260709_222552,139.21,520.05,721.68,99.9
20260709_222553,140.21,102.53,229.57,-209.7
20260709_222554,141.21,311.92,503.09,92.9
20260709_222555,142.21,484.43,677.16,99.9
20260709_222556,143.22,571.8,766.23,99.8
20260709_222557,144.22,268.64,460.18,-205.7
20260709_222558,145.22,420.78,614.91,100.8
20260709_222559,146.22,517.32,710.61,99.6
20260709_222600,147.22,485.78,673.79,99.9
20260709_222601,148.22,96.38,229.45,-404.5
20260709_222602,149.23,245.48,443.38,63.9
20260709_222603,150.23,443.07,643.67,99.9
20260709_222604,151.23,559.91,760.86,99.9
20260709_222605,152.23,208.87,400.18,-219.4
20260709_222606,153.23,362.38,556.2,98.9
20260709_222607,154.23,525.28,716.91,100.9
20260709_222608,155.23,230.6,422.52,-180.8
20260709_222609,156.24,392.36,591.88,99.8
20260709_222610,157.24,516.12,710.44,98.9
20260709_222611,158.24,485.02,673.81,99.9
20260709_222612,159.24,178.62,389.6,-349.5
20260709_222613,160.24,297.82,494.03,71.9
20260709_222614,161.24,473.72,672.85,100.8
20260709_222615,162.24,190.59,404.46,-162.8
20260709_222616,163.25,190.8,383.38,29.0
20260709_222617,164.25,331.95,525.48,99.9
20260709_222618,165.25,504.66,697.41,99.9
20260709_222619,166.25,208.9,401.39,-187.8
20260709_222620,167.25,342.28,539.41,99.9
20260709_222621,168.25,498.55,693.92,99.9
20260709_222622,169.25,484.62,673.57,99.9
20260709_222623,170.25,489.62,675.75,100.9
20260709_222624,171.26,185.6,384.23,-444.1
20260709_222625,172.26,318.84,518.39,99.8
20260709_222626,173.26,484.95,682.89,99.8
20260709_222627,174.26,173.84,385.32,-205.7
20260709_222628,175.26,219.11,410.3,49.9
20260709_222629,176.27,370.73,567.02,99.7
20260709_222630,177.27,525.59,716.91,99.9
20260709_222631,178.27,222.27,413.62,-208.7
20260709_222632,179.27,351.05,546.91,99.8
20260709_222633,180.27,509.61,704.14,99.8
20260709_222634,181.28,489.21,677.75,99.9
20260709_222635,182.28,495.27,679.88,99.9
20260709_222636,183.28,231.67,429.21,-402.4
20260709_222637,184.28,418.81,623.13,99.9
20260709_222638,185.28,541.36,743.66,98.8
20260709_222639,186.28,70.76,106.11,-242.7
20260709_222640,187.28,282.1,473.13,82.9
20260709_222641,188.29,460.77,655.52,100.8
20260709_222642,189.29,570.29,764.46,99.8
20260709_222643,190.29,186.14,380.2,-266.7
20260709_222644,191.29,311.72,505.62,99.9
20260709_222645,192.29,489.38,680.91,99.9
20260709_222646,193.29,579.17,772.46,99.9
20260709_222647,194.29,523.93,712.7,99.9
20260709_222648,195.3,527.44,712.7,100.8
20260709_222649,196.3,194.81,406.46,-501.0
20260709_222650,197.3,310.2,507.73,72.9
20260709_222651,198.3,477.42,676.52,98.9
20260709_222652,199.3,196.84,409.43,-169.7
20260709_222653,200.3,253.94,445.3,51.9
20260709_222654,201.31,440.29,635.66,99.9
20260709_222655,202.31,556.25,751.11,99.9
20260709_222656,203.31,270.03,462.21,-185.7
20260709_222657,204.31,442.59,636.98,98.9
20260709_222658,205.31,546.46,739.61,100.9
20260709_222659,206.31,487.39,675.64,99.8
20260709_222700,207.31,173.41,373.23,-385.3
20260709_222701,208.32,323.08,521.84,99.9
20260709_222702,209.32,499.63,696.93,99.9
20260709_222703,210.32,182.85,331.08,-202.7
20260709_222704,211.32,249.48,440.37,78.8
20260709_222705,212.32,419.19,616.68,99.9
20260709_222706,213.32,546.57,741.29,99.9
20260709_222707,214.33,225.56,416.57,-225.7
20260709_222708,215.33,379.28,573.82,100.9
20260709_222709,216.33,521.0,715.05,99.9
20260709_222710,217.33,500.23,688.12,99.8
20260709_222711,218.33,512.6,701.2,99.8
20260709_222712,219.33,173.11,382.8,-446.5
20260709_222713,220.34,303.52,501.02,73.8
20260709_222714,221.34,480.25,678.82,98.9
20260709_222715,222.34,152.12,302.39,-181.8
20260709_222716,223.34,253.92,445.04,82.9
20260709_222717,224.34,453.79,647.89,99.9
20260709_222718,225.34,569.37,763.31,98.9
20260709_222719,226.34,294.06,487.44,-177.8
20260709_222720,227.34,471.33,663.47,98.9
20260709_222721,228.35,542.12,735.96,100.9
20260709_222722,229.35,492.2,681.03,98.7
20260709_222723,230.35,96.68,229.45,-402.5
20260709_222724,231.35,322.4,521.8,98.9
20260709_222725,232.35,498.99,696.75,98.9
20260709_222726,233.35,70.59,105.82,-185.8
20260709_222727,234.35,286.91,477.45,86.9
20260709_222728,235.36,465.4,659.35,99.9
20260709_222729,236.36,163.7,365.97,-182.8
20260709_222730,237.36,295.34,488.6,98.9
20260709_222731,238.36,471.73,663.46,100.9
20260709_222732,239.36,485.07,673.45,99.9
20260709_222733,240.36,490.7,675.57,99.8
20260709_222734,241.36,214.32,411.16,-378.2
20260709_222735,242.37,388.04,586.41,100.9
20260709_222736,243.37,539.82,740.46,99.9
20260709_222737,244.37,182.51,375.45,-216.7
20260709_222738,245.37,324.49,517.38,99.9
20260709_222739,246.37,501.03,692.11,100.7
20260709_222740,247.37,561.3,747.98,98.9
20260709_222741,248.37,302.71,495.71,-206.7
20260709_222742,249.38,481.85,672.39,98.9
20260709_222743,250.38,483.16,671.04,100.8
20260709_222744,251.38,180.18,393.05,-298.1
20260709_222745,252.38,293.27,490.55,68.9
20260709_222746,253.38,475.44,675.29,100.9
20260709_222747,254.38,584.68,786.01,98.9
20260709_222748,255.39,178.84,372.78,-262.6
20260709_222749,256.39,320.43,511.53,100.8
20260709_222750,257.39,490.2,682.89,99.9
20260709_222751,258.39,590.38,785.2,99.7
20260709_222752,259.39,182.1,376.85,-297.6
20260709_222753,260.39,311.99,505.96,100.9
20260709_222754,261.4,470.77,664.52,99.7
20260709_222755,262.4,563.2,756.73,99.9
20260709_222756,263.4,559.79,748.15,100.7
20260709_222757,264.4,560.5,748.15,99.9
20260709_222758,265.4,560.5,748.15,99.9
20260709_222759,266.41,563.5,750.74,99.8
20260709_222800,267.41,564.62,750.74,99.9
20260709_222801,268.41,567.5,750.74,99.9
20260709_222802,269.41,175.06,374.96,-918.8
20260709_222803,270.41,327.49,527.18,99.9
20260709_222804,271.41,508.04,706.44,99.7
20260709_222805,272.41,102.3,229.57,-189.6
20260709_222806,273.42,304.79,495.13,85.8
20260709_222807,274.42,482.83,675.82,100.9
20260709_222808,275.42,198.93,391.25,-168.8
20260709_222809,276.42,329.95,525.19,100.9
20260709_222810,277.42,506.88,701.06,98.9
20260709_222811,278.42,163.27,367.82,-230.7
20260709_222812,279.42,320.93,520.89,98.8
20260709_222813,280.43,480.71,680.94,99.9
20260709_222814,281.43,179.0,389.77,-187.7
20260709_222815,282.43,232.67,423.11,46.9
20260709_222816,283.43,404.65,597.9,98.9
20260709_222817,284.43,541.5,736.45,99.9
20260709_222818,285.43,254.52,445.55,-182.8
20260709_222819,286.44,427.75,622.84,100.9
20260709_222820,287.44,539.79,733.47,99.9
20260709_222821,288.44,229.2,425.79,-230.7
20260709_222822,289.44,382.1,581.53,99.7
20260709_222823,290.44,525.56,726.63,99.9
20260709_222824,291.44,160.98,365.44,-229.7
20260709_222825,292.44,328.59,521.41,98.9
20260709_222826,293.45,480.65,673.3,100.8
20260709_222827,294.45,547.26,741.18,99.6
20260709_222828,295.45,228.6,418.44,-241.7
20260709_222829,296.45,337.05,531.06,100.7
20260709_222830,297.46,505.65,699.93,99.8
20260709_222831,298.46,489.73,677.79,99.9
20260709_222832,299.46,96.43,229.45,-374.6
20260709_222833,300.46,244.79,442.43,62.9
20260709_222834,301.46,445.7,646.37,99.9
20260709_222835,302.46,161.21,372.98,-159.6
20260709_222836,303.47,227.95,418.86,52.9
20260709_222837,304.47,405.66,599.66,99.9
20260709_222838,305.47,542.15,737.66,100.9
20260709_222839,306.47,244.74,436.26,-185.7
20260709_222840,307.47,420.52,614.91,99.9
20260709_222841,308.47,534.82,728.54,99.9
20260709_222842,309.47,491.3,681.11,99.9
20260709_222843,310.48,199.64,411.77,-342.6
20260709_222844,311.48,310.89,508.22,70.9
20260709_222845,312.48,486.53,684.02,99.9
20260709_222846,313.48,197.09,409.57,-172.8
20260709_222847,314.48,254.61,445.23,51.9
20260709_222848,315.48,450.86,644.64,99.9
20260709_222849,316.48,560.36,754.08,99.9
20260709_222850,317.48,242.9,434.18,-209.7
20260709_222851,318.49,413.61,610.34,100.9
20260709_222852,319.49,535.3,729.08,98.9
20260709_222853,320.49,494.09,682.48,99.9
20260709_222854,321.49,500.41,684.73,100.9
20260709_222855,322.49,202.45,401.11,-439.5
20260709_222856,323.49,340.34,537.43,100.9
20260709_222857,324.49,514.09,711.94,99.9
20260709_222858,325.5,70.62,106.02,-226.4
20260709_222859,326.5,251.67,443.1,85.9
20260709_222900,327.5,395.73,588.54,99.7
20260709_222901,328.5,541.63,737.51,99.9
20260709_222902,329.5,207.08,399.97,-248.7
20260709_222903,330.5,325.29,516.48,99.8
20260709_222904,331.51,500.22,695.46,99.9
20260709_222905,332.51,527.33,715.86,100.9
20260709_222906,333.51,528.14,715.86,98.9
20260709_222907,334.51,534.33,718.07,99.9
20260709_222908,335.51,189.15,387.64,-523.3
20260709_222909,336.51,337.48,536.47,99.7
20260709_222910,337.51,513.44,710.94,100.9
20260709_222911,338.52,102.35,229.57,-199.8
20260709_222912,339.52,301.92,492.18,84.9
20260709_222913,340.52,473.45,666.56,100.9
20260709_222914,341.52,102.43,229.57,98.9
20260709_222915,342.52,299.14,493.18,-185.8
20260709_222916,343.52,468.32,662.12,100.9
20260709_222917,344.52,484.83,673.61,98.9
20260709_222918,345.52,490.47,675.73,100.9
20260709_222919,346.53,201.07,399.66,-389.6
20260709_222920,347.53,362.76,565.76,99.9
20260709_222921,348.53,518.27,720.57,100.8
20260709_222922,349.53,102.18,229.57,-211.5
20260709_222923,350.53,314.58,506.61,91.9
20260709_222924,351.53,477.11,670.81,98.9
20260709_222925,352.54,110.93,364.21,-189.8
20260709_222926,353.54,301.77,496.06,98.9
20260709_222927,354.54,479.64,672.16,99.9
20260709_222928,355.54,485.91,675.59,99.9
20260709_222929,356.54,492.28,677.8,100.9
20260709_222930,357.54,203.64,401.52,-386.5
20260709_222931,358.54,366.87,568.17,99.8
20260709_222932,359.54,479.71,678.84,98.9
20260709_222933,360.55,131.26,364.41,-227.3
20260709_222934,361.55,219.86,411.18,49.9
20260709_222935,362.55,391.41,584.69,99.8
20260709_222936,363.55,535.67,731.22,99.9
20260709_222937,364.55,109.58,364.26,-234.7
20260709_222938,365.55,305.86,499.19,98.9
20260709_222939,366.56,476.62,668.73,100.9
20260709_222940,367.56,497.0,686.02,98.9
20260709_222941,368.56,497.31,686.02,100.9
20260709_222942,369.56,503.52,688.27,98.9
20260709_222943,370.56,229.24,425.73,-467.8
20260709_222944,371.56,411.45,615.31,99.8
20260709_222945,372.56,545.34,746.3,99.8
20260709_222946,373.57,119.07,364.19,-244.7
20260709_222947,374.57,212.81,404.07,46.9
20260709_222948,375.57,383.58,577.96,99.9
20260709_222949,376.57,535.05,730.34,99.9
20260709_222950,377.57,621.6,814.95,99.9
20260709_222951,378.57,653.04,841.8,100.8
20260709_222952,379.57,653.22,841.8,98.9
20260709_222953,380.57,258.69,449.67,-467.3
20260709_222954,381.58,438.04,632.63,100.7
20260709_222955,382.58,545.53,738.31,99.9
20260709_222956,383.58,623.18,815.55,99.9
20260709_222957,384.58,608.59,796.27,99.9
20260709_222958,385.58,608.59,796.27,99.9
20260709_222959,386.58,608.59,796.27,99.9
20260709_223000,387.59,608.59,796.27,99.9
20260709_223001,388.59,634.97,830.27,99.9
20260709_223002,389.59,635.47,830.27,100.7
20260709_223003,390.59,624.27,807.38,98.7
20260709_223004,391.59,624.46,807.38,100.8
20260709_223005,392.6,169.49,380.76,-1172.4
20260709_223006,393.6,275.85,472.46,72.9
20260709_223007,394.6,461.93,662.24,99.9
20260709_223008,395.6,178.5,389.4,-169.8
20260709_223009,396.6,241.38,432.57,52.9
20260709_223010,397.6,428.54,625.94,99.9
20260709_223011,398.6,555.27,750.3,99.9
20260709_223012,399.6,247.2,438.52,-190.8
20260709_223013,400.61,424.79,619.7,99.9
20260709_223014,401.61,540.56,733.94,99.9
20260709_223015,402.61,492.99,681.68,99.9
20260709_223016,403.61,53.0,92.98,-355.5
20260709_223017,404.61,232.04,428.4,38.9
20260709_223018,405.61,419.95,623.09,99.9
20260709_223019,406.61,547.66,748.01,99.8
20260709_223020,407.62,205.13,396.77,-214.7
20260709_223021,408.62,353.95,549.03,98.9
20260709_223022,409.62,522.61,714.59,99.9
20260709_223023,410.62,228.43,420.13,-179.8
20260709_223024,411.62,391.18,590.41,99.9
20260709_223025,412.62,525.62,719.73,99.9
20260709_223026,413.62,488.25,678.02,100.9
20260709_223027,414.62,172.81,372.65,-354.6
20260709_223028,415.63,303.94,501.01,99.9
20260709_223029,416.63,459.02,658.73,99.8
20260709_223030,417.63,179.3,389.35,-192.6
20260709_223031,418.63,241.55,432.73,52.9
20260709_223032,419.63,428.07,625.91,99.9
20260709_223033,420.63,553.75,748.09,99.9
20260709_223034,421.64,259.11,449.69,-180.8
20260709_223035,422.64,434.44,628.04,99.9
20260709_223036,423.64,547.28,740.19,99.9
20260709_223037,424.64,489.25,678.74,99.9
20260709_223038,425.64,167.74,377.33,-375.9
20260709_223039,426.64,273.31,469.85,71.8
20260709_223040,427.65,455.69,655.48,99.9
20260709_223041,428.65,162.05,373.11,-173.8
20260709_223042,429.65,219.46,409.89,48.9
20260709_223043,430.65,361.11,554.43,99.9
20260709_223044,431.65,517.76,708.48,100.9
20260709_223045,432.65,205.77,396.89,-214.7
20260709_223046,433.65,340.01,533.43,100.9
20260709_223047,434.66,504.14,698.48,99.9
20260709_223048,435.66,485.16,672.73,99.9
20260709_223049,436.66,170.63,380.93,-332.6
20260709_223050,437.66,276.84,473.22,72.9
20260709_223051,438.66,463.18,662.39,98.9
20260709_223052,439.66,180.53,392.89,-165.8
20260709_223053,440.66,243.99,435.46,52.9
20260709_223054,441.66,430.78,627.71,100.9
20260709_223055,442.67,555.95,750.19,99.9
20260709_223056,443.67,262.53,454.7,-181.5
20260709_223057,444.67,439.5,634.21,99.9
20260709_223058,445.67,551.97,745.32,99.9
20260709_223059,446.67,491.82,676.91,99.9
20260709_223100,447.67,193.66,391.52,-365.6
20260709_223101,448.67,331.48,529.97,99.8
20260709_223102,449.68,510.02,707.95,99.9
20260709_223103,450.68,102.51,229.57,-204.8
20260709_223104,451.68,315.45,506.59,87.9
20260709_223105,452.68,492.64,685.44,99.8
20260709_223106,453.68,199.33,390.96,-167.8
20260709_223107,454.68,312.69,505.76,100.9
20260709_223108,455.68,490.85,682.02,99.9
20260709_223109,456.68,483.7,671.95,98.9
20260709_223110,457.69,167.13,377.47,-328.6
20260709_223111,458.69,281.1,477.95,73.9
20260709_223112,459.69,455.1,655.46,99.8
20260709_223113,460.69,170.52,382.5,-170.8
20260709_223114,461.69,239.59,431.29,55.9
20260709_223115,462.69,427.97,625.91,98.9
20260709_223116,463.69,555.64,750.1,100.8
20260709_223117,464.7,273.12,464.68,-169.8
20260709_223118,465.7,439.46,633.39,99.9
20260709_223119,466.7,551.88,744.71,99.9
20260709_223120,467.7,491.62,676.32,99.9
20260709_223121,468.7,207.98,405.32,-364.6
20260709_223122,469.7,385.7,584.7,100.9
20260709_223123,470.7,533.47,734.77,99.9
20260709_223124,471.71,102.6,229.57,-215.8
20260709_223125,472.71,317.12,508.39,86.9
20260709_223126,473.71,496.63,688.49,99.9
20260709_223127,474.71,594.85,786.82,99.9
20260709_223128,475.71,253.02,444.04,-224.4
20260709_223129,476.71,412.09,608.29,99.9
20260709_223130,477.71,536.36,730.42,100.9
20260709_223131,478.72,512.66,700.58,99.9
20260709_223132,479.72,524.3,711.69,99.9
20260709_223133,480.72,117.03,256.48,-461.5
20260709_223134,481.72,230.64,426.96,33.9
20260709_223135,482.72,419.46,623.11,100.9
20260709_223136,483.72,549.05,748.49,99.9
20260709_223137,484.72,200.39,392.26,-215.7
20260709_223138,485.73,356.65,550.92,99.8
20260709_223139,486.73,522.89,714.59,99.8
20260709_223140,487.73,227.21,419.17,-177.7
20260709_223141,488.73,392.0,586.84,99.9
20260709_223142,489.73,511.79,706.24,99.9
20260709_223143,490.74,485.9,674.38,99.6
20260709_223144,491.74,490.98,676.55,99.9
20260709_223145,492.74,227.16,424.04,-408.5
20260709_223146,493.74,417.59,621.87,99.6
20260709_223147,494.75,544.71,744.69,99.8
20260709_223148,495.75,185.41,378.12,-224.7
20260709_223149,496.75,337.5,530.69,99.9
20260709_223150,497.75,512.62,704.36,99.9
20260709_223151,498.75,182.29,375.78,-201.8
20260709_223152,499.75,314.38,507.82,100.9
20260709_223153,500.75,499.74,695.44,99.9
20260709_223154,501.75,505.0,693.91,99.9
20260709_223155,502.76,517.59,706.86,99.9
20260709_223156,503.76,96.9,229.45,-420.5
20260709_223157,504.76,275.6,472.32,69.9
20260709_223158,505.76,463.44,662.58,99.9
20260709_223159,506.76,163.81,374.16,-166.8
20260709_223200,507.76,226.77,416.86,50.9
20260709_223201,508.76,391.35,584.55,99.9
20260709_223202,509.76,530.48,725.66,99.9
20260709_223203,510.77,197.05,389.19,-223.7
20260709_223204,511.77,329.3,524.46,99.9
20260709_223205,512.77,508.48,702.29,100.9
20260709_223206,513.77,503.58,691.8,99.9
20260709_223207,514.77,516.62,705.12,99.9
20260709_223208,515.77,512.71,696.61,100.9
20260709_223209,516.77,228.72,425.61,-487.4
20260709_223210,517.77,421.83,624.92,99.9
20260709_223211,518.77,551.67,752.1,99.9
20260709_223212,519.78,198.37,389.92,-209.5
20260709_223213,520.78,346.04,537.75,100.9
20260709_223214,521.78,518.77,709.86,98.9
20260709_223215,522.78,229.16,420.4,-176.8
20260709_223216,523.78,369.09,562.22,98.9
20260709_223217,524.78,516.24,710.36,99.9
20260709_223218,525.78,486.51,674.72,100.9
20260709_223219,526.79,96.61,229.45,-357.6
20260709_223220,527.79,248.95,446.9,61.9
20260709_223221,528.79,440.45,641.75,100.9
20260709_223222,529.79,554.41,754.68,98.6
20260709_223223,530.79,204.54,395.85,-219.4
20260709_223224,531.8,353.16,547.42,99.9
20260709_223225,532.8,524.52,715.89,99.9
20260709_223226,533.8,239.04,431.27,-173.8
20260709_223227,534.8,401.35,599.89,99.9
20260709_223228,535.8,519.44,714.51,99.9
20260709_223229,536.8,484.2,672.12,98.9
20260709_223230,537.8,184.51,396.36,-349.6
20260709_223231,538.81,303.99,501.56,71.8
20260709_223232,539.81,475.49,674.17,99.9
20260709_223233,540.81,181.73,393.03,-172.7
20260709_223234,541.81,224.21,414.3,52.9
20260709_223235,542.81,338.12,530.82,99.8
20260709_223236,543.81,487.15,680.55,99.8
20260709_223237,544.82,555.16,749.11,100.8
20260709_223238,545.82,209.54,400.73,-305.6
20260709_223239,546.82,274.29,465.45,98.7
20260709_223240,547.82,378.31,572.05,99.5
20260709_223241,548.83,499.79,693.93,100.8
20260709_223242,549.83,486.41,674.95,99.9
20260709_223243,550.83,492.84,681.32,99.9
20260709_223244,551.83,170.45,381.41,-551.3
20260709_223245,552.83,278.42,475.13,84.9
20260709_223246,553.84,102.26,229.57,-88.8
20260709_223247,554.84,259.47,450.48,84.9
20260709_223248,555.84,344.09,537.09,99.9
20260709_223249,556.84,229.66,421.27,-123.4
20260709_223250,557.85,326.62,518.26,99.7
20260709_223251,558.85,167.89,369.22,-164.8
20260709_223252,559.85,284.3,481.84,99.9
20260709_223253,560.85,437.52,637.79,99.8
20260709_223254,561.85,547.66,748.84,99.8
20260709_223255,562.85,201.44,393.25,-265.7
20260709_223256,563.85,335.95,528.99,99.9
20260709_223257,564.86,499.68,691.88,99.9
20260709_223258,565.86,194.71,386.66,-205.8
20260709_223259,566.86,316.46,508.91,99.9
20260709_223300,567.86,485.41,677.12,99.7
20260709_223301,568.86,484.04,672.16,100.9
20260709_223302,569.86,489.99,674.41,99.9
20260709_223303,570.87,228.36,424.98,-385.1
20260709_223304,571.87,418.9,623.07,98.8
20260709_223305,572.87,551.27,751.05,100.9
20260709_223306,573.87,205.65,396.99,-207.7
20260709_223307,574.87,342.4,534.88,99.9
20260709_223308,575.87,518.09,709.86,99.9
20260709_223309,576.87,219.56,410.45,-190.8
20260709_223310,577.88,366.48,559.85,99.9
20260709_223311,578.88,517.51,710.56,99.8
20260709_223312,579.88,487.56,675.51,99.9
20260709_223313,580.88,97.02,229.45,-346.6
20260709_223314,581.88,259.71,456.61,63.9
20260709_223315,582.88,452.65,652.8,100.9
20260709_223316,583.88,162.91,372.75,-161.8
20260709_223317,584.89,227.98,417.61,50.9
20260709_223318,585.89,393.93,586.07,101.9
20260709_223319,586.89,545.58,739.93,99.9
20260709_223320,587.89,248.36,438.9,-187.8
20260709_223321,588.89,424.93,619.88,100.9
20260709_223322,589.89,538.98,732.24,98.8
20260709_223323,590.89,494.91,683.35,100.9
20260709_223324,591.9,174.86,385.49,-359.6
20260709_223325,592.9,302.57,501.12,72.9
20260709_223326,593.9,479.87,679.84,99.9
20260709_223327,594.9,589.72,789.38,99.9
20260709_223328,595.9,663.59,864.3,98.9
20260709_223329,596.9,204.62,395.88,-339.5
20260709_223330,597.9,330.61,523.51,99.9
